1	2784642	2785721	GRMZM2G042539;	-
1	2791599	2798512	GRMZM2G042250;	+
1	2798951	2801848	GRMZM2G041881;	-
1	2839338	2840257	GRMZM5G802392;	+
1	2856655	2869296	GRMZM2G006673;	+
1	2871385	2874062	GRMZM2G007025;	+
1	2874117	2894252	GRMZM2G015384;	-
1	2919564	2920987	GRMZM2G436286;	+
1	2930055	2935014	GRMZM2G137366;	+
1	2949522	2951161	GRMZM2G137352;	+
1	2993011	2993734	GRMZM2G137329;	-
1	3002518	3020918	GRMZM2G137236;	+
1	3022700	3026815	GRMZM2G436226;	+
1	3070619	3075128	GRMZM2G314660;	-
1	3123304	3129299	GRMZM2G092232;	+
1	3129701	3130708	GRMZM2G393062;	+
1	3131126	3132588	GRMZM2G092165;	-
1	3171356	3177215	GRMZM2G124550;	+
1	3188619	3190437	GRMZM2G144197;	-
1	3192128	3193970	GRMZM2G144101;	-
1	3262173	3264069	GRMZM2G077615;	+
1	3265279	3269181	GRMZM2G077669;	+
1	3271375	3272626	GRMZM2G077760;	-
1	3273123	3274317	GRMZM2G077769;	+
1	3274619	3279551	GRMZM2G077780;	-
1	3347715	3349742	GRMZM2G126199;	+
1	3353056	3356773	GRMZM2G126218;	-
1	3357174	3361893	GRMZM2G426802;	-
1	3397911	3402729	GRMZM2G440537;	+
1	3399825	3402729	GRMZM2G440562;	-
1	3441711	3445070	GRMZM2G055880;	+
1	3462300	3464276	GRMZM2G055698;	+
1	3542132	3542644	GRMZM2G703469;	+
1	3548036	3558270	GRMZM2G062210;	-
1	3639179	3642463	GRMZM2G044388;	+
1	3642611	3645502	GRMZM2G044247;	-
1	3658217	3661127	GRMZM2G088482;	-
1	3693187	3697975	GRMZM2G029713;	+
1	3701760	3704275	GRMZM2G029824;	-
1	3704159	3706769	GRMZM2G320099;	+
1	3708082	3709175	GRMZM2G030173;	+
1	3723964	3728081	GRMZM2G030299;	+
1	3728321	3729045	GRMZM2G320111;	+
1	3731285	3736202	GRMZM2G030567;	+
1	3738694	3740469	GRMZM2G320117;	+
1	3824197	3828489	GRMZM2G085909;	+
1	3872113	3877700	GRMZM2G008327;	+
1	3876891	3880199	GRMZM2G008710;	-
1	3883251	3883979	GRMZM2G008773;	+
1	3886166	3899531	GRMZM2G308570;	-
1	4011889	4016576	GRMZM2G087207;	+
1	4016858	4019283	GRMZM2G387837;	+
1	4031958	4034079	GRMZM2G013634;	-
1	4034105	4039749	GRMZM2G312438;	-
1	4046390	4049199	GRMZM2G013986;	-
1	4055334	4063464	GRMZM2G014382;	-
1	4090000	4090389	GRMZM2G344566;	-
1	4173400	4187541	GRMZM2G453794;	+
1	4204277	4206621	GRMZM2G167568;	+
1	4234226	4235315	GRMZM2G181153;	+
1	4241971	4245996	GRMZM2G406204;	+
1	4281721	4284083	GRMZM2G169402;	+
1	4284638	4287038	GRMZM2G473389;	-
1	4299822	4307400	GRMZM2G049031;	-
1	4347559	4352147	GRMZM2G104468;	-
1	4432072	4436050	GRMZM2G303810;	-
1	4439061	4441061	GRMZM2G136859;	-
1	4541352	4542978	GRMZM2G082227;	+
1	4594772	4598264	GRMZM2G341934;	-
1	4600841	4608248	GRMZM2G040762;	-
1	4709171	4714557	GRMZM2G105415;	+
1	4716310	4718890	GRMZM2G105436;	-
1	4742268	4744173	GRMZM2G475289;	+
1	4745828	4746395	GRMZM2G475296;	-
1	4751568	4754549	GRMZM2G176820;	-
1	4758335	4760646	GRMZM2G176840;	-
1	4760983	4765716	GRMZM2G475380;	-
1	4855703	4871281	GRMZM2G026223;	-
1	4974957	4978299	GRMZM2G070047;	+
1	4982074	4984358	GRMZM2G070242;	-
1	4986318	4988531	GRMZM2G070259;	+
1	4990826	4996614	GRMZM2G159427;	+
1	5003070	5007708	GRMZM2G159431;	+
1	5010340	5014205	AC194428.3_FG006;	-
1	5010373	5011233	GRMZM2G461777;	+
1	5015765	5017122	AC194428.3_FG007;	+
1	5023257	5024877	GRMZM2G159470;	-
1	5039236	5041642	GRMZM2G159477;	+
1	5080780	5086704	GRMZM2G327059;	+
1	5238057	5241101	GRMZM2G165422;	+
1	5241949	5243450	GRMZM2G465680;	+
1	5241988	5243331	GRMZM5G838828;	-
1	5258032	5259993	GRMZM2G165362;	+
1	5319578	5321574	GRMZM2G119736;	+
1	5330505	5331254	GRMZM2G552966;	+
1	5338770	5342488	GRMZM2G119494;	+
1	5341114	5343424	GRMZM2G119471;	-
1	5373808	5376230	GRMZM2G090051;	-
1	5380427	5387724	GRMZM2G089976;	+
1	5390620	5398053	GRMZM2G089860;	+
1	5401254	5405109	GRMZM2G176604;	+
1	5406289	5410460	GRMZM2G176585;	-
1	5428401	5433218	GRMZM2G176558;	+
1	5434823	5436653	GRMZM2G176548;	+
1	5438291	5444977	GRMZM2G476107;	-
1	5446959	5450305	GRMZM2G176521;	-
1	5511015	5512341	GRMZM2G055737;	-
1	5524395	5526067	GRMZM2G055704;	+
1	5531757	5536441	GRMZM2G055575;	-
1	5582721	5584189	GRMZM2G177508;	-
1	5622199	5623139	GRMZM2G325462;	-
1	5625359	5627752	GRMZM2G025552;	-
1	5629470	5636419	GRMZM2G025642;	-
1	5649338	5652073	AC217946.3_FG005;	-
1	5713200	5734294	GRMZM2G319022;	+
1	5738361	5741644	GRMZM2G428184;	+
1	5741207	5746550	GRMZM2G129243;	-
1	5803454	5808250	GRMZM2G371137;	+
1	5813938	5826524	GRMZM2G040158;	-
1	5867062	5870869	GRMZM2G105571;	+
1	5946643	5948328	GRMZM2G065718;	+
1	5980938	6001059	GRMZM2G180951;	-
1	6012083	6030032	GRMZM2G057778;	+
1	6067323	6077435	GRMZM2G341918;	-
1	6117564	6119220	GRMZM2G086707;	+
1	6148853	6149887	GRMZM2G448701;	-
1	6164241	6168759	GRMZM2G143588;	-
1	6187339	6192559	GRMZM2G032852;	+
1	6191870	6194809	GRMZM2G321053;	-
1	6211041	6212064	GRMZM2G321041;	-
1	6213706	6218397	GRMZM2G032409;	-
1	6227483	6231125	GRMZM2G032219;	-
1	6236638	6246244	GRMZM2G031859;	-
1	6347072	6348308	GRMZM5G826824;	-
1	6348946	6355363	GRMZM5G812553;	+
1	6358121	6361986	GRMZM2G014366;	+
1	6363156	6367315	GRMZM5G899119;	-
1	6374691	6375106	GRMZM2G013730;	-
1	6379438	6383153	GRMZM5G881029;	+
1	6384551	6384965	GRMZM2G022907;	+
1	6387088	6392531	GRMZM5G841360;	-
1	6404117	6406779	GRMZM5G845611;	+
1	6409248	6409370	zma-MIR528a;	+
1	6416355	6419430	GRMZM2G008064;	-
1	6423819	6428517	GRMZM2G008122;	-
1	6426804	6427172	GRMZM5G857724;	+
1	6525346	6530541	GRMZM5G887276;	-
1	6540564	6544389	GRMZM2G137312;	-
1	6550506	6561486	GRMZM2G137367;	+
1	6562587	6564261	GRMZM2G137374;	-
1	6567359	6573560	GRMZM2G137380;	-
1	6776411	6778457	GRMZM2G092813;	+
1	6802700	6803523	GRMZM2G392863;	+
1	6826051	6827994	GRMZM2G092916;	-
1	6830771	6834085	GRMZM2G092923;	+
1	6834737	6845524	GRMZM2G392956;	-
1	6914659	6919235	GRMZM2G089056;	-
1	6922162	6925587	GRMZM2G089092;	-
1	7034342	7040091	GRMZM2G020548;	+
1	7055980	7063414	GRMZM2G409997;	-
1	7069663	7073822	GRMZM2G109566;	+
1	7078125	7080238	GRMZM2G409976;	+
1	7079807	7085736	GRMZM2G109509;	-
1	7106941	7110013	AC191330.3_FG001;	+
1	7153870	7156146	GRMZM2G090568;	-
1	7157856	7162079	GRMZM2G090738;	-
1	7186197	7191995	GRMZM2G057158;	-
1	7237111	7257507	GRMZM2G040887;	+
1	7290520	7294785	GRMZM2G132019;	+
1	7295695	7296464	GRMZM2G071349;	+
1	7296620	7297671	GRMZM6G101378;	+
1	7308073	7309722	GRMZM2G007441;	-
1	7336740	7343360	GRMZM2G096020;	+
1	7353116	7355434	GRMZM2G095968;	+
1	7384593	7385669	GRMZM2G399948;	+
1	7391605	7396327	GRMZM2G099598;	+
1	7398292	7402945	GRMZM2G099454;	+
1	7451481	7453677	GRMZM2G092719;	-
1	7483453	7485519	GRMZM2G059428;	-
1	7546184	7547374	GRMZM2G003538;	-
1	7555923	7560929	GRMZM2G110345;	+
1	7561362	7564513	GRMZM2G410991;	+
1	7563704	7565914	GRMZM2G110616;	-
1	7592784	7597178	GRMZM2G465806;	-
1	7681771	7696208	GRMZM2G048740;	-
1	7709432	7711889	GRMZM2G093286;	-
1	7819661	7821095	GRMZM2G119499;	-
1	7854954	7856758	GRMZM2G096269;	-
1	7858766	7859978	GRMZM2G096247;	-
1	7861824	7863470	GRMZM2G096153;	-
1	7950197	7950322	zma-MIR171e;	+
1	7950481	7951040	GRMZM2G092592;	+
1	7960810	7964689	GRMZM2G092481;	-
1	7991271	7993431	GRMZM2G173372;	-
1	8025216	8027013	GRMZM2G075701;	+
1	8032558	8034556	GRMZM2G075870;	-
1	8034804	8035622	GRMZM2G075901;	+
1	8039176	8044300	GRMZM2G399311;	-
1	8074139	8084831	GRMZM2G056488;	+
1	8087580	8090320	GRMZM2G056377;	-
1	8093576	8094363	GRMZM2G475168;	+
1	8093584	8097192	GRMZM2G176523;	-
1	8098893	8101547	GRMZM2G176499;	-
1	8107800	8109879	GRMZM2G475059;	-
1	8131181	8143070	GRMZM2G176397;	-
1	8200450	8202180	GRMZM2G474973;	-
1	8216853	8217668	GRMZM2G176131;	-
1	8260041	8264449	AC155624.2_FG006;	+
1	8266754	8270578	GRMZM5G833774;	-
1	8278662	8284461	GRMZM5G891266;	+
1	8285569	8288645	AC155624.2_FG011;	-
1	8306859	8347066	GRMZM2G018417;	+
1	8329859	8332329	GRMZM2G018410;	-
1	8347283	8348889	GRMZM2G018579;	+
1	8348905	8351557	GRMZM2G018706;	-
1	8414483	8417642	GRMZM2G068265;	+
1	8422317	8424207	GRMZM2G068336;	-
1	8442682	8446230	GRMZM2G157510;	+
1	8447016	8447471	GRMZM2G703478;	-
1	8453673	8455727	GRMZM2G152172;	+
1	8510046	8514842	GRMZM2G009014;	+
1	8531138	8532984	GRMZM2G172758;	+
1	8533004	8536769	GRMZM2G172751;	-
1	8544540	8546471	AC194863.3_FG007;	+
1	8547168	8548644	AC194863.3_FG006;	-
1	8552957	8556040	GRMZM2G472167;	-
1	8569052	8572241	AC194863.3_FG004;	+
1	8612132	8615308	GRMZM2G171181;	+
1	8617191	8621894	GRMZM2G171324;	-
1	8626189	8627298	GRMZM2G171333;	+
1	8628195	8630977	GRMZM2G474258;	-
1	8651403	8653430	GRMZM2G323830;	+
1	8735652	8737767	GRMZM2G062946;	-
1	8782481	8816588	GRMZM2G057694;	-
1	8874142	8876689	GRMZM2G066805;	+
1	8877557	8880470	GRMZM2G066860;	-
1	8937549	8940006	GRMZM2G046888;	-
1	8940266	8941804	GRMZM2G046919;	+
1	8967225	8971750	GRMZM2G046932;	-
1	8973597	8975454	GRMZM2G047002;	-
1	9040917	9043351	GRMZM2G450071;	+
1	9044275	9044796	GRMZM2G149254;	-
1	9045050	9047916	GRMZM2G149257;	+
1	9051958	9054939	GRMZM2G450125;	+
1	9062503	9063231	AC190799.2_FG010;	+
1	9112928	9114262	GRMZM2G343767;	+
1	9117737	9120290	GRMZM2G041899;	+
1	9117793	9119279	GRMZM5G849919;	-
1	9183020	9187455	GRMZM2G355846;	+
1	9210655	9212108	GRMZM2G054111;	-
1	9293846	9297105	GRMZM5G823004;	+
1	9298049	9301828	GRMZM5G820122;	-
1	9353553	9359959	GRMZM5G860938;	-
1	9373654	9374117	GRMZM5G872399;	-
1	9391155	9393608	GRMZM2G107686;	+
1	9419289	9423795	GRMZM2G107679;	-
1	9428005	9432250	GRMZM2G107532;	+
1	9435487	9445508	GRMZM2G407869;	-
1	9486103	9495072	GRMZM2G103599;	+
1	9517706	9536311	GRMZM2G170567;	+
1	9539149	9567955	GRMZM2G113174;	+
1	9558601	9559355	GRMZM2G113239;	-
1	9575044	9576171	GRMZM2G415390;	+
1	9576388	9581865	GRMZM2G415343;	-
1	9643017	9645030	GRMZM2G470309;	+
1	9662875	9664681	GRMZM5G827810;	+
1	9667945	9669501	GRMZM2G435276;	+
1	9673623	9675866	GRMZM5G816155;	+
1	9699506	9743686	GRMZM5G837318;	+
1	9749306	9752079	GRMZM2G332548;	+
1	9800492	9804655	GRMZM2G009818;	-
1	9906778	9917383	GRMZM2G178571;	+
1	9950628	9953202	GRMZM2G062933;	-
1	9984329	9987526	GRMZM2G062841;	-
1	10027911	10032255	GRMZM2G062724;	+
1	10040198	10041399	GRMZM2G062635;	-
1	10086892	10088127	GRMZM2G038485;	+
1	10090835	10095173	GRMZM2G339563;	+
1	10191819	10194486	AC186233.3_FG007;	+
1	10201882	10202822	GRMZM2G087966;	+
1	10220690	10229909	GRMZM2G087918;	+
1	10310214	10311121	GRMZM5G873209;	+
1	10358754	10359671	GRMZM2G117855;	+
1	10360262	10373646	GRMZM2G418037;	+
1	10380358	10385979	GRMZM2G439049;	+
1	10395786	10430904	GRMZM2G086093;	+
1	10485352	10486120	GRMZM2G142938;	-
1	10540341	10544903	GRMZM2G028521;	+
1	10582296	10584297	GRMZM2G150925;	-
1	10585972	10587500	GRMZM2G150915;	-
1	10588900	10591791	GRMZM2G150867;	-
1	10672430	10677847	GRMZM2G043799;	+
1	10691916	10695297	GRMZM2G329159;	-
1	10818799	10819994	GRMZM2G092483;	+
1	10824798	10826042	GRMZM2G092542;	-
1	10897955	10900349	GRMZM2G139834;	-
1	10958964	10963240	GRMZM2G358279;	+
1	10969158	10970735	GRMZM2G056786;	-
1	10976281	10977368	GRMZM2G056804;	-
1	10988032	10988424	AC198979.4_FG009;	+
1	10989939	10997425	GRMZM2G056870;	-
1	11053446	11057141	GRMZM2G370985;	+
1	11107901	11112061	GRMZM2G112728;	+
1	11112985	11113433	GRMZM2G413315;	-
1	11123142	11131108	GRMZM2G413290;	+
1	11167222	11174106	GRMZM2G112640;	+
1	11209543	11211528	GRMZM2G070087;	-
1	11237674	11244082	GRMZM2G100707;	-
1	11295303	11298152	GRMZM2G401342;	+
1	11299653	11300336	AC209858.4_FG004;	-
1	11357315	11357841	GRMZM2G703487;	+
1	11358212	11361067	AC209858.4_FG003;	-
1	11389756	11395748	AC209858.4_FG002;	+
1	11398464	11401324	GRMZM2G703490;	-
1	11412676	11445712	GRMZM5G863105;	-
1	11473518	11475645	GRMZM2G086163;	-
1	11479832	11487112	GRMZM2G086072;	+
1	11523362	11525233	GRMZM2G122816;	+
1	11527023	11532534	GRMZM2G122787;	-
1	11576680	11590797	GRMZM2G315812;	+
1	11687866	11691260	GRMZM2G315806;	+
1	11692597	11694219	GRMZM2G018080;	+
1	11785696	11787050	AC191040.2_FG002;	-
1	11787880	11791202	GRMZM2G445783;	+
1	11848501	11849541	GRMZM2G173826;	+
1	11879224	11880645	GRMZM2G073373;	+
1	11908440	11941521	GRMZM2G140339;	+
1	11941661	11942839	GRMZM2G141624;	-
1	11944059	11949856	GRMZM2G141636;	-
1	11979866	11984789	GRMZM2G027821;	+
1	11984982	11991283	GRMZM5G813886;	-
1	12087169	12094867	GRMZM2G000737;	+
1	12096519	12104576	GRMZM2G000749;	+
1	12138275	12140019	GRMZM2G300801;	+
1	12143635	12148243	GRMZM2G000823;	+
1	12149050	12150530	GRMZM2G075958;	-
1	12162857	12167581	GRMZM2G076062;	-
1	12173132	12183477	GRMZM2G377780;	-
1	12173132	12174224	GRMZM2G377787;	+
1	12183183	12186732	GRMZM2G076423;	+
1	12199535	12206046	GRMZM2G397339;	+
1	12208463	12209068	GRMZM2G096252;	-
1	12246354	12247358	GRMZM2G472236;	-
1	12247810	12249451	GRMZM2G169747;	+
1	12251709	12253267	GRMZM2G472266;	-
1	12306749	12314352	GRMZM2G038982;	+
1	12332779	12335598	GRMZM2G453148;	+
1	12335966	12336937	GRMZM2G453139;	-
1	12342378	12347042	GRMZM2G453111;	-
1	12350236	12355974	GRMZM2G154211;	-
1	12426351	12428905	GRMZM2G154119;	-
1	12431504	12436183	GRMZM2G154087;	-
1	12436302	12443950	GRMZM2G453001;	-
1	12452642	12453346	GRMZM2G703497;	+
1	12462798	12465171	GRMZM2G452996;	+
1	12479609	12485653	GRMZM2G154036;	+
1	12496033	12497816	GRMZM2G166445;	-
1	12513231	12517880	GRMZM2G165998;	+
1	12518410	12520734	GRMZM2G165972;	+
1	12577032	12579621	GRMZM5G880418;	+
1	12594023	12594131	zma-MIR167j;	+
1	12659126	12661686	GRMZM2G480386;	+
1	12820731	12821964	GRMZM2G056231;	+
1	12832264	12832668	GRMZM5G837981;	+
1	12850924	12852768	GRMZM2G136081;	+
1	12853999	12854742	GRMZM2G136088;	-
1	12942595	12945812	GRMZM2G031790;	+
1	12948077	12951451	GRMZM2G031718;	+
1	12970333	12975008	GRMZM2G172448;	+
1	12975288	12984545	GRMZM2G172410;	+
1	12985602	12991971	GRMZM2G172322;	+
1	13030396	13033201	AC195260.2_FG007;	-
1	13071385	13073262	AC186417.3_FG004;	-
1	13086120	13086773	AC186417.3_FG006;	+
1	13130100	13131392	GRMZM2G181497;	+
1	13296520	13298851	GRMZM2G008627;	+
1	13302368	13304255	GRMZM2G008696;	-
1	13324589	13324964	GRMZM2G703500;	+
1	13356132	13371135	GRMZM2G377311;	+
1	13367122	13368795	AC187207.3_FG006;	-
1	13373588	13379807	GRMZM2G061812;	-
1	13399360	13399593	AC210834.4_FG005;	+
1	13403483	13403710	AC210834.4_FG006;	+
1	13443871	13451636	GRMZM2G103292;	-
1	13452213	13452440	AC210834.4_FG011;	+
1	13464780	13465013	AC210834.4_FG012;	+
1	13469392	13469619	AC210834.4_FG013;	+
1	13503810	13504040	AC210834.4_FG009;	-
1	13535097	13538715	GRMZM2G169320;	+
1	13548961	13549283	GRMZM2G169295;	-
1	13585826	13587775	GRMZM2G169280;	+
1	13591586	13603723	GRMZM2G470438;	+
1	13640026	13643872	GRMZM2G004641;	-
1	13681900	13688139	GRMZM2G417455;	-
1	13741379	13744017	GRMZM2G407396;	+
1	13786057	13803954	GRMZM2G314133;	-
1	13863133	13865361	GRMZM2G037912;	-
1	13908941	13909623	GRMZM2G327695;	-
1	13908941	13910064	GRMZM2G027626;	+
1	13989676	13991773	GRMZM2G123986;	-
1	13994737	13995667	GRMZM2G556515;	+
1	14029887	14032276	GRMZM2G124042;	-
1	14093541	14100132	GRMZM2G124051;	+
1	14101540	14102861	GRMZM5G850455;	+
1	14103661	14105322	GRMZM2G124143;	+
1	14112283	14115901	GRMZM2G424020;	-
1	14164439	14168255	GRMZM2G115131;	+
1	14256833	14257545	GRMZM2G315601;	+
1	14286859	14287441	GRMZM2G046086;	+
1	14300150	14300705	GRMZM2G140302;	+
1	14384375	14385993	GRMZM2G417835;	+
1	14405531	14408494	GRMZM2G112793;	-
1	14408843	14412714	GRMZM2G412674;	+
1	14449175	14450545	GRMZM2G063287;	-
1	14451959	14453396	GRMZM2G362960;	+
1	14485595	14489176	GRMZM2G362942;	+
1	14496135	14497734	GRMZM2G389769;	-
1	14505716	14508042	GRMZM2G091822;	-
1	14508652	14510556	GRMZM2G091916;	-
1	14547629	14550410	GRMZM2G091921;	+
1	14623612	14638761	GRMZM2G026807;	+
1	14674001	14682836	GRMZM2G136113;	-
1	14779233	14780749	GRMZM2G464818;	+
1	14802546	14803651	GRMZM5G857303;	-
1	14803943	14808698	GRMZM2G162725;	+
1	14850152	14853035	GRMZM2G162749;	+
1	14857797	14862511	GRMZM2G162764;	-
1	14893671	14898766	GRMZM2G162776;	-
1	14921635	14926927	GRMZM2G162800;	-
1	14939938	14942616	GRMZM2G162814;	-
1	14957965	14960921	GRMZM2G139963;	-
1	15067526	15068861	GRMZM2G034283;	+
1	15069084	15074473	GRMZM2G034302;	-
1	15101624	15103059	GRMZM5G851734;	-
1	15104421	15105563	GRMZM2G035128;	-
1	15133264	15135363	GRMZM2G035156;	-
1	15168070	15170841	GRMZM2G035243;	+
1	15182905	15184685	GRMZM2G333777;	+
1	15183090	15184675	GRMZM5G849989;	-
1	15206594	15207906	GRMZM2G333798;	-
1	15206984	15207906	GRMZM5G853974;	+
1	15267736	15269173	GRMZM2G159456;	+
1	15352527	15355919	GRMZM2G124353;	+
1	15414068	15414480	GRMZM2G075459;	+
1	15473421	15477717	GRMZM2G022363;	-
1	15491039	15492430	GRMZM2G406601;	-
1	15498578	15499091	GRMZM2G303361;	-
1	15510783	15515741	GRMZM2G021498;	-
1	15524544	15524891	GRMZM2G000199;	+
1	15610487	15612865	GRMZM2G378130;	-
1	15726595	15735402	GRMZM2G142557;	+
1	15735752	15738763	GRMZM2G142609;	+
1	15773077	15777890	GRMZM2G119852;	-
1	15773208	15774173	GRMZM2G419901;	+
1	15778467	15784692	GRMZM2G119933;	+
1	15785720	15786609	GRMZM2G419938;	-
1	15805373	15808637	GRMZM2G000686;	-
1	15906110	15908395	GRMZM2G000741;	+
1	15989647	15996740	GRMZM2G156486;	+
1	16045987	16047321	GRMZM2G178852;	-
1	16063353	16067934	GRMZM2G703504;	-
1	16118043	16122450	GRMZM2G399072;	-
1	16176207	16177978	GRMZM2G012102;	-
1	16199121	16209257	GRMZM2G012216;	-
1	16331867	16338054	GRMZM5G855347;	-
1	16331867	16332511	AC226243.1_FG003;	+
1	16346753	16348242	GRMZM2G064663;	+
1	16348267	16356203	GRMZM2G064732;	-
1	16369533	16372061	GRMZM2G080524;	-
1	16373953	16377567	GRMZM2G080586;	-
1	16435264	16435967	GRMZM2G016443;	+
1	16467595	16473121	GRMZM2G175164;	+
1	16573827	16580722	GRMZM2G017616;	+
1	16586371	16587277	GRMZM2G319057;	-
1	16594624	16602611	GRMZM2G017254;	+
1	16602780	16605847	GRMZM2G016511;	-
1	16626130	16627350	AC196394.3_FG002;	+
1	16693669	16697873	GRMZM2G045979;	-
1	16776170	16777317	GRMZM2G343157;	-
1	16782463	16783895	GRMZM5G838098;	+
1	16789305	16789868	AC177911.4_FG005;	-
1	16791540	16792462	GRMZM2G445634;	+
1	16795807	16796561	GRMZM2G445630;	+
1	16798045	16800248	GRMZM2G147920;	+
1	16801368	16802482	GRMZM2G147910;	+
1	16821856	16825679	GRMZM2G445602;	+
1	16825940	16829261	GRMZM2G445588;	+
1	16951802	16972668	GRMZM2G148855;	+
1	17014899	17017668	GRMZM2G000427;	+
1	17132544	17134823	GRMZM2G390358;	-
1	17180653	17181901	GRMZM2G061591;	-
1	17240329	17260005	GRMZM2G097434;	+
1	17324547	17334890	GRMZM2G145308;	-
1	17382907	17394319	GRMZM2G115105;	+
1	17408111	17411639	GRMZM2G115182;	-
1	17461265	17462932	GRMZM2G129674;	-
1	17492641	17494645	GRMZM2G018984;	-
1	17510768	17511250	AC206951.3_FG014;	-
1	17518824	17519639	AC206951.3_FG016;	-
1	17525572	17526492	AC206951.3_FG017;	-
1	17617028	17620187	GRMZM2G015234;	-
1	17623924	17624662	GRMZM2G496991;	-
1	17640006	17655596	GRMZM2G153393;	+
1	17649554	17651019	GRMZM2G457118;	-
1	17660122	17666235	GRMZM2G410515;	+
1	17667664	17669732	GRMZM5G815358;	+
1	17671929	17679589	GRMZM2G410623;	+
1	17693774	17697814	GRMZM2G109431;	+
1	17698816	17700801	GRMZM2G109480;	-
1	17701891	17709093	GRMZM2G109586;	-
1	17713029	17715825	GRMZM2G109589;	+
1	17716651	17718180	GRMZM2G410700;	-
1	17721176	17724401	GRMZM2G410704;	-
1	17734174	17742150	GRMZM2G113351;	+
1	17744766	17746002	GRMZM2G113401;	+
1	17749667	17752420	AC211261.3_FG017;	+
1	17782100	17783717	GRMZM2G061806;	-
1	17828450	17830144	GRMZM2G056469;	-
1	17842579	17844302	GRMZM2G114918;	+
1	17854846	17856744	GRMZM2G093125;	+
1	17880696	17882441	GRMZM2G093197;	+
1	17883585	17884563	AC209626.2_FG013;	+
1	17932570	17953959	GRMZM2G059020;	-
1	17958357	17963979	GRMZM2G358311;	+
1	17964695	17986258	GRMZM2G059102;	-
1	17990016	17991355	GRMZM2G065317;	+
1	18127931	18133872	GRMZM2G023575;	+
1	18136259	18139013	GRMZM2G023983;	+
1	18141395	18143414	AC177850.2_FG003;	+
1	18187897	18189714	GRMZM2G024099;	+
1	18190325	18199212	GRMZM2G025078;	-
1	18198893	18199402	AC177850.2_FG005;	+
1	18201578	18201950	GRMZM5G821686;	+
1	18273174	18293747	GRMZM2G385605;	+
1	18432278	18436747	GRMZM2G106017;	+
1	18582820	18585005	GRMZM2G053627;	+
1	18628753	18631648	GRMZM2G398848;	-
1	18696278	18699001	GRMZM2G009326;	+
1	18831423	18831698	GRMZM2G117556;	+
